TSNE1,TSNE2,Cluster
13.3003645,39.692554,0
24.206818,52.32292,0
81.27103,-6.0376754,-1
49.0117,88.70906,0
44.381218,67.38623,-1
0.5094391,50.665806,0
90.919395,-41.47849,0
27.07538,-101.61346,0
0.39399534,-53.966713,0
-27.69421,-59.31589,0
-31.680094,-54.600605,0
12.261644,-43.27074,0
-104.50233,12.743908,0
-2.369233,-88.84387,0
-1.4999233,-89.91568,0
22.094177,53.773067,0
-75.35213,22.881504,0
-27.951113,2.1165392,0
-32.38076,-28.316442,0
-18.395779,-24.4573,0
9.835695,76.41074,-1
-37.384922,92.76696,-1
3.3585324,35.564255,0
28.147678,94.669235,0
27.73885,103.110214,0
-47.84748,-34.383804,0
27.32317,103.42442,0
58.06439,-94.58134,0
58.84879,-93.43527,0
58.871277,-93.28153,0
61.722233,-91.79523,0
61.72285,-91.79526,0
81.76847,52.132584,0
46.774433,35.69611,0
56.611103,-11.311501,0
84.33341,-26.938032,0
53.036064,66.442535,-1
51.484818,67.284164,-1
85.29035,-14.262031,0
85.35472,-14.232214,0
72.98122,-88.27804,0
26.234291,-27.634607,0
-30.748167,33.814285,0
-83.31238,45.45327,0
76.888535,-16.622875,0
44.72623,-43.974457,0
7.6795936,87.2391,-1
8.785505,86.42151,-1
-27.932072,34.218678,0
-85.09916,-41.30137,0
88.69035,-78.12674,0
72.644325,-87.65575,0
62.684956,-98.803635,0
-60.05893,-90.33267,0
37.46256,-114.64739,0
79.02885,-84.308815,0
-93.98388,-14.98798,0
13.814649,40.81931,0
3.0619235,50.614006,0
78.774254,-23.579891,0
69.41926,72.45212,0
17.454552,39.555004,0
76.98761,-10.323864,0
87.72859,15.597042,0
84.36854,-13.369088,0
79.394226,-20.530138,0
-4.556632,-8.455391,0
72.00091,45.93908,0
-28.390022,8.332971,0
71.608795,96.37652,-1
96.1891,-15.27584,0
78.21695,-24.005217,0
14.514645,43.010685,0
-63.115623,-81.79284,0
67.734764,25.186598,0
-24.1692,63.533783,0
45.431515,-78.64202,0
110.365,42.527607,0
-82.68975,7.3425074,0
83.3821,-16.390955,0
84.31415,-13.407053,0
85.27193,-13.227925,0
12.929956,52.599754,0
77.00886,-17.139904,0
16.205494,41.803505,0
1.7413739,31.013992,0
36.748936,-107.87348,0
38.351566,2.954289,0
-39.46113,-17.70282,0
-43.956226,-20.631163,0
-40.223454,-17.331047,0
83.36485,-9.252633,0
25.56164,-38.37839,0
9.215387,-28.230886,0
11.0731735,-47.690914,0
38.466972,-15.825465,0
-85.64701,-33.130657,0
78.09608,-8.454959,0
78.09608,-8.454959,0
17.018105,39.20233,0
84.425606,-13.076431,0
84.39723,-13.619115,0
85.121475,-13.393874,0
84.438934,-12.967788,0
58.871124,-93.282005,0
58.84879,-93.43527,0
58.871395,-93.28069,0
-19.42889,-28.97511,0
16.81206,-77.22554,0
-13.690569,-102.69685,0
-10.120544,-105.83839,0
-49.656517,-40.545883,0
-29.207466,22.729643,0
-0.06492318,-23.953325,0
53.29114,70.11346,0
47.573353,71.84165,0
16.776619,55.87739,0
53.350525,67.60699,0
-28.069384,104.50457,0
-12.396872,-39.88222,0
81.83768,-85.15086,0
79.18051,-61.571854,0
77.510704,-58.633244,0
73.31957,47.191544,0
113.66025,36.024925,0
113.65752,36.023903,0
-60.540646,86.06854,0
-52.65936,-85.09918,0
-63.17278,-82.04838,0
-0.47562414,-8.482324,0
-0.5905405,-8.30721,0
-10.226688,83.94613,0
-17.743122,11.512573,0
96.40212,41.83377,0
53.977543,91.54853,0
53.817425,91.58459,0
-75.65873,47.917587,0
11.4329405,-100.680824,0
-47.96509,-1.080737,0
-20.691599,86.84738,0
11.56798,76.16564,0
-37.71413,-18.43552,0
17.897062,39.65647,0
11.358104,40.5552,0
60.37768,-3.2797322,0
85.56139,-80.31756,0
72.98216,-88.27758,0
72.98122,-88.27804,0
72.98145,-88.27948,0
12.476938,38.81669,0
17.961329,41.999775,0
-40.7503,2.8565037,0
74.59154,78.25185,-1
86.88693,-10.579107,0
84.46033,-13.09302,0
85.12322,-13.508527,0
84.30475,-13.2584305,0
-51.969196,-1.1164503,0
84.36192,-13.092393,0
77.00791,-17.139143,0
78.15936,-16.669392,0
22.163218,-72.68451,0
-50.722485,-5.184588,0
-22.270945,-5.0278964,0
-15.504443,-5.329923,0
85.82919,-73.47897,0
85.82537,-73.47447,0
21.971455,-116.48044,0
86.39643,-73.20924,0
-11.000169,6.948761,0
16.353214,41.836693,0
14.932159,43.568027,0
16.842512,42.918644,0
84.35512,-13.7599535,0
84.38188,-13.766614,0
84.86472,-14.157511,0
84.48442,-13.890459,0
85.03209,-14.216689,0
48.855743,-66.7513,0
84.843796,-14.149605,0
47.420773,51.208427,0
76.883575,-16.600573,0
84.67227,-13.728616,0
84.69534,-14.100685,0
77.00783,-17.138737,0
-51.250053,-50.420868,0
84.83893,-14.121347,0
77.008354,-17.139387,0
-18.954802,95.79537,-1
-21.147312,97.86249,0
10.158266,43.911358,0
9.984692,43.89017,0
10.133605,43.871655,0
-20.800117,86.75771,0
-55.59438,33.97108,0
1.29446,-32.79552,0
74.49584,-44.147774,0
67.214226,25.561905,0
84.82762,-14.167666,0
22.576702,-41.07536,0
10.276613,72.90082,-1
84.48414,-13.922833,0
84.765335,-14.119139,0
76.888504,-16.622715,0
92.53595,-63.03541,0
50.86195,-86.68346,0
84.60262,-13.951755,0
79.394226,-20.530138,0
76.888535,-16.622704,0
-8.260487,79.11356,0
79.04915,-13.422092,0
79.04915,-13.422092,0
79.04441,-13.422462,0
78.00556,-7.6404147,0
79.04915,-13.422092,0
58.55031,-107.03121,0
72.49593,-87.515976,0
80.79776,-28.903236,0
-56.805817,-70.852104,0
-56.751957,-70.85783,0
-44.36679,-74.6073,0
-65.78619,-74.808174,0
14.949116,-87.07191,0
77.22555,-9.471474,0
46.927822,-101.68151,0
37.60217,-107.03907,0
60.19546,-93.34841,0
60.19546,-93.34841,0
85.54822,-73.2341,0
72.80739,-89.78109,0
94.599815,7.3756323,0
-13.968749,-69.93925,0
-13.439449,-69.13261,0
71.69675,46.518078,0
71.699936,46.516266,0
85.02788,-13.522693,0
-9.883351,50.57365,0
-47.770416,-29.62792,0
-30.025969,-4.1604366,0
-55.101448,-17.881002,0
-6.5165644,49.62734,0
-30.60311,21.25131,0
-13.321769,54.377567,0
-11.465349,7.7375407,0
-28.279346,1.5682081,0
-35.19995,35.274742,0
-31.12647,20.797398,0
19.668497,-25.080147,0
83.33412,-9.362476,0
83.33412,-9.362476,0
22.163206,-72.68332,0
-43.70495,-49.94251,0
-11.422144,-109.40299,0
-11.434995,-109.395065,0
114.582306,8.347322,0
69.7374,47.76122,0
88.835655,-28.761871,0
81.21617,-3.5733318,-1
81.21664,-3.6160479,-1
11.061641,76.50572,0
-4.847412,-32.32539,0
58.910603,-93.18183,0
58.910393,-93.181786,0
94.94454,10.699015,0
94.945656,10.69895,0
94.94532,10.69895,0
94.94569,10.699029,0
78.232605,51.680958,0
77.80544,60.882687,0
83.67611,-3.0904567,0
-75.14605,56.89834,0
1.52105,80.18918,0
-70.09411,-15.519231,0
50.553688,88.03936,0
-0.027020112,94.94409,0
-0.027004424,94.945145,0
-0.027004424,94.945145,0
50.553257,88.038246,0
74.119026,68.655495,0
50.61203,87.99795,-1
80.45423,68.89599,0
50.553688,88.03936,0
56.51911,85.13896,0
49.47427,-53.92231,0
-87.90524,1.717917,0
-81.57934,-0.7799568,0
49.848404,92.93259,-1
-100.551765,27.31637,0
-40.49924,14.84351,0
29.504501,33.928886,0
49.231377,-84.32018,0
-37.107418,-12.366555,0
-43.465015,-13.671584,0
-64.370804,-76.430855,0
46.866173,-101.04897,0
84.87249,-80.637695,0
84.86743,-80.63588,0
33.599358,80.54268,0
47.420742,51.20833,0
-86.72059,45.148994,0
54.912266,15.232037,0
-23.704813,93.86567,-1
-10.487366,9.904505,0
16.416645,41.20396,0
-76.607956,-50.540535,0
83.02126,-77.79543,0
27.19845,-49.383667,0
13.536935,58.58141,0
-41.403427,82.71308,0
52.669083,-93.20756,0
91.457436,-40.342167,0
-16.331728,-108.9111,0
-27.309326,48.741177,0
114.5822,8.347327,0
114.80064,62.443363,0
13.394814,93.54946,0
-75.48855,-82.09985,0
76.75239,-85.66611,0
16.693956,41.57844,0
11.869643,40.071064,0
15.4960575,40.35088,0
15.083606,43.609734,0
16.123228,41.01944,0
-51.969727,-1.1164508,0
26.80724,43.89317,-1
76.888466,-16.622702,0
84.355675,-13.566973,0
-7.225471,-36.41967,0
-78.801186,67.68385,0
49.198116,-97.12699,0
-38.973167,-16.367687,0
-45.972523,-8.374096,0
-43.98599,-8.702618,0
-38.67405,-7.7102017,0
-72.588844,-19.06889,0
-17.858711,17.775082,0
-45.512127,-12.115042,0
-55.840496,-4.980845,0
-37.92031,-88.85933,0
-34.613503,62.379078,0
-51.653522,1.8048047,0
85.26471,-13.423921,0
77.00875,-17.139591,0
47.420742,51.20833,0
-0.27151307,11.951843,0
-8.988226,-32.314674,0
90.06763,-37.04609,0
34.07669,-40.35422,0
95.95276,-16.316399,0
81.32822,-85.41784,0
-57.258327,87.11264,0
-13.272798,-10.168078,0
53.68069,3.0298138,0
54.47204,-3.8625977,0
85.15634,-13.469545,0
92.32129,2.5608282,0
8.27992,45.536434,0
22.09712,55.53648,0
43.613895,-65.941475,0
100.67868,28.2966,0
78.508125,18.56627,0
78.50889,18.56606,0
78.75678,18.495275,0
-55.93933,-24.62068,0
12.022795,-69.27847,0
-15.772725,7.3742895,-1
-54.40674,-34.385735,0
-32.88445,2.32746,0
89.41186,-74.149605,0
28.755404,-77.89639,0
-67.842285,-31.780468,0
-7.695489,-51.235886,0
-30.019997,-27.265305,0
88.7148,22.69607,0
-46.5048,0.039889812,-1
-59.67128,80.20295,0
19.913485,8.967936,0
-73.94607,-16.814417,0
-18.13784,-81.51478,0
80.53321,53.702152,0
-1.8286921,-108.88814,0
7.207543,-111.83223,0
-73.7106,15.448358,0
-64.305374,-75.556595,0
-86.98372,13.137985,0
80.34496,-39.897835,0
49.25946,-99.446045,0
122.53334,24.654747,0
-51.969727,-1.1164508,0
10.733336,-50.97515,0
70.83036,38.023994,0
-12.861497,18.006739,0
86.181526,16.13646,0
35.253597,-39.082325,0
34.638546,-39.713142,0
51.26053,-28.243565,0
45.668438,-32.67531,0
40.471325,-45.95668,0
-38.419834,-74.10962,0
79.29523,-25.242935,0
48.217117,94.60778,0
48.191307,82.37103,0
-53.813934,-91.242294,0
51.292023,-10.707124,0
-55.94601,-24.686815,0
46.573235,91.097725,0
45.909554,76.34663,0
96.344604,41.787502,0
89.2178,39.195705,0
-61.789856,-5.9763436,0
22.452496,-72.59118,0
46.01316,-11.765263,0
82.52158,-5.833933,-1
1.2825708,77.84339,0
-53.57938,12.459907,0
88.64649,-78.17208,0
-28.878065,-20.70117,0
27.043432,-101.31303,0
19.841854,46.659206,0
-1.1046697,47.806515,0
0.3708715,-34.423916,0
45.77839,86.73855,0
-34.658394,13.577104,0
-44.788918,-12.615353,0
-48.16433,-41.854053,0
17.297186,103.97576,0
0.27793324,41.95944,0
42.661694,2.900778,0
-27.129492,-67.729774,0
-27.342548,-59.610497,0
30.211937,26.784351,0
-15.720412,-30.48025,0
84.14161,4.8268614,0
-82.86665,-6.798592,0
59.501053,-2.534906,0
-32.92507,2.217415,0
-6.348847,-16.96969,0
6.252316,42.675423,0
-28.042,21.024588,0
-56.59396,-70.86984,0
-27.382542,-59.550663,0
-27.42057,-59.484676,0
71.69675,46.518078,0
79.08792,60.19569,0
54.214504,89.31093,0
54.60422,-4.0060973,0
67.14337,29.951786,0
-30.423256,0.37073326,0
-30.61656,15.345595,0
40.79797,32.335213,0
-40.99016,-15.258863,0
-25.610506,-71.711266,0
36.737274,-14.528474,0
-21.353876,40.06738,0
-42.60344,81.59245,0
-20.222065,9.829052,0
74.605354,-56.703293,0
67.2521,25.511541,0
-83.22261,-28.00702,0
15.00254,-51.167797,0
-49.156143,-38.694294,0
9.542146,84.82166,-1
108.44449,30.487411,0
108.3791,30.505936,0
108.37673,30.503632,0
-48.395054,-38.65117,0
53.50297,67.16636,-1
35.188183,-64.035324,0
-90.35986,76.75755,0
-7.030581,-34.41669,0
28.400602,-80.40729,0
-51.61024,-7.4974933,0
74.75581,69.25968,0
-4.4510503,108.243805,-1
72.65348,69.44099,0
72.65348,69.44099,0
-4.4516597,108.17468,0
60.72912,-103.01481,0
-55.379574,-36.93136,0
-54.010685,-28.162296,0
-32.79101,1.6949823,0
50.14991,39.659367,0
-4.166335,-45.39306,0
-4.9785905,-45.50239,0
26.296318,-116.651085,0
25.367119,-104.011635,0
6.1660237,-100.1295,0
-38.693726,-16.349873,0
-28.351488,2.4306228,0
-54.51695,94.64585,0
13.856638,66.85175,0
-21.014885,87.18866,0
69.48799,47.521313,0
71.699936,46.516266,0
-78.35263,-30.445665,0
6.064796,43.31703,0
104.551796,21.735128,0
29.980976,37.789066,0
81.30952,-5.7861934,-1
-48.88636,-4.4451237,0
-77.91141,-83.64212,0
-77.90634,-83.64949,0
-74.612724,-73.860115,0
-54.017895,-70.65085,0
17.96121,41.999302,0
17.361958,39.530815,0
40.668064,46.018845,0
-32.83036,2.2111292,0
-28.323935,2.312297,0
-32.912464,2.204626,0
-43.8614,-18.816624,0
-45.68459,-19.65839,0
84.350914,-13.594839,0
77.00879,-17.139116,0
14.3201,43.610992,0
16.029613,39.614513,0
9.824744,76.442604,-1
89.199,17.14423,0
104.02109,28.167786,0
40.391876,-49.840843,0
35.605465,-49.902412,0
12.747937,-50.2511,0
78.75155,-84.341934,0
74.85427,-85.64758,0
76.88852,-16.622816,0
-61.141262,0.3146585,0
40.82126,-58.90105,0
18.081049,41.514023,0
26.576065,-47.6057,0
5.636132,75.399315,0
83.33578,-9.252909,0
53.93815,-59.60192,0
47.6411,-81.70131,0
65.23352,-102.47002,0
-18.130884,-81.50662,0
-43.302307,-58.108418,0
-43.29978,-58.090538,0
-18.13094,-81.50835,0
32.054543,-26.309813,0
16.92345,42.118603,0
76.88238,-9.8036,0
-22.9768,-71.784744,0
6.110164,-26.372244,0
-22.9768,-71.784744,0
-36.16267,-74.03042,0
-55.869728,93.477684,0
87.82348,15.996867,0
-38.34601,0.64160746,0
16.222736,43.88156,0
16.337404,39.803825,0
48.59932,-84.84132,0
-23.432749,62.937363,0
45.402794,50.0395,0
47.483723,51.273983,0
15.449383,40.50614,0
13.295242,41.699444,0
13.722534,40.952034,0
13.881975,40.786377,0
14.399473,40.677666,0
13.226777,41.595467,0
13.922236,41.087494,0
12.073159,39.225323,0
10.011654,41.076973,0
14.96402,43.524174,0
16.7603,39.73031,0
16.693989,41.578205,0
2.0152097,-6.852098,0
47.289757,15.865253,0
10.262372,75.26006,-1
91.87752,59.15165,0
6.6839647,60.673534,0
85.64932,16.177702,0
100.66858,27.567444,0
100.84997,27.898499,0
87.2417,16.096104,0
80.04941,17.868528,0
-67.92276,-0.04628899,0
-47.797516,-2.1820426,0
83.334785,-9.253241,0
-25.013903,99.53042,0
80.79776,-28.903236,0
-24.606768,32.42943,0
-10.030389,52.33465,0
12.477025,38.816727,0
23.534681,-38.006348,0
42.28144,-43.46651,0
-90.43141,-62.44814,0
47.50992,51.29084,0
76.88859,-16.622597,0
76.8885,-16.622704,0
76.88852,-16.622688,0
6.235892,-25.707521,0
-53.376842,-7.3549376,0
-13.334239,65.33841,0
-12.378583,57.51291,0
10.306799,40.949203,0
13.731734,40.41013,0
11.574278,40.546032,0
14.096068,41.126606,0
14.339315,40.732758,0
15.929552,39.701706,0
16.049736,39.728806,0
16.76049,39.729565,0
16.337404,39.803825,0
12.476938,38.81669,0
7.927447,42.523907,0
16.760511,39.727154,0
16.760345,39.73004,0
17.897055,39.656296,0
12.477025,38.816727,0
12.477025,38.816727,0
93.73751,7.398649,0
93.684326,7.416158,0
18.615566,94.37737,0
-49.326614,-4.9331274,0
-49.982285,-39.3232,0
-4.256278,-45.126717,0
8.51808,-49.670353,0
78.30122,-25.376982,0
-48.576553,-3.9041712,0
-53.072998,-7.0653234,0
6.080963,-26.606062,0
77.00787,-17.139307,0
85.09969,-13.453922,0
76.8885,-16.622704,0
75.071686,-12.576442,0
84.745995,-12.637072,0
84.56935,-12.809812,0
75.07422,-12.576434,0
84.37154,-13.289694,0
77.0077,-17.139603,0
-52.648922,-34.257973,0
85.78235,-12.832293,0
85.324104,-13.3558855,0
85.97505,-13.140419,0
-105.03754,44.781986,0
17.897034,39.65631,0
10.876202,45.358685,0
-47.237076,-1.5629482,0
-46.320618,-19.048237,0
-46.320618,-19.048237,0
-23.884684,14.933841,0
30.431,35.030895,0
84.945595,-13.263847,0
85.25848,-13.480533,0
86.00804,-13.138181,0
86.00439,-13.125213,0
59.70726,-102.20116,0
72.19681,-91.36823,0
83.60991,18.546293,0
12.959332,-4.001969,0
-7.097947,-8.363325,0
37.942734,39.08988,0
91.41771,-49.877914,0
14.164391,40.68892,0
6.0418096,59.629044,0
-29.793238,-12.290792,-1
73.990295,-86.694084,0
42.630325,80.08221,0
48.175056,90.274155,0
-64.35855,-76.2532,0
17.676695,42.201138,0
-19.512495,90.1989,0
85.95797,-13.123082,0
-27.981794,106.48359,-1
17.932198,42.011593,0
-44.269054,-46.565693,0
24.891087,80.57546,-1
-59.186485,-56.1587,0
-65.09823,-45.869484,0
24.2998,-123.586845,0
24.298965,-123.58738,0
4.832944,88.4663,-1
5.517915,88.194016,-1
26.536673,-113.54046,0
-18.105785,-81.505394,0
6.10551,-26.746572,0
-63.49317,-11.457733,0
-63.49314,-11.457623,0
-23.274677,-40.03595,0
-38.293064,18.709276,0
-51.969227,-1.1164427,0
70.306595,28.668226,0
12.749801,-57.73597,0
59.63001,-91.86714,0
-48.320118,-74.44869,0
-48.320118,-74.44869,0
17.04258,39.97558,0
75.071686,-12.576442,0
16.22081,45.03829,0
85.55925,-12.686256,0
31.559473,-111.70912,0
49.33254,-96.17734,0
15.125157,-113.86404,0
49.33254,-96.17734,0
31.55868,-111.703606,0
10.409565,-113.11967,0
17.171919,38.93713,0
20.693508,58.227352,0
-72.69531,-84.13578,0
13.1226845,42.082775,0
21.980268,58.997646,0
28.431784,32.410973,0
16.784695,-74.71289,0
21.76571,-116.56391,0
61.96366,-98.072815,0
-16.578814,-31.802456,0
41.40404,-48.72906,0
77.83165,-85.175545,0
77.66336,-85.33274,0
77.868,-85.1802,0
77.868,-85.1802,0
77.8693,-85.17955,0
77.86846,-85.179565,0
38.9281,60.471725,0
34.78416,38.763786,0
47.434372,51.219215,0
47.434666,51.21969,0
47.415962,51.18798,0
47.434666,51.21969,0
47.434372,51.219215,0
47.434666,51.21969,0
47.434666,51.21969,0
47.434666,51.21969,0
47.434666,51.21969,0
47.434666,51.21969,0
47.434372,51.219215,0
47.440117,51.22208,0
67.81298,-2.858304,0
64.503716,12.830249,0
64.60854,12.960868,0
-18.528328,-81.458244,0
-87.368484,-16.426043,0
21.017067,71.14008,0
79.759384,53.827755,0
-117.00091,-23.647808,0
-30.59902,26.147318,0
-9.173163,50.586525,0
84.67988,-12.715998,0
77.00834,-17.139204,0
-51.969177,-1.1164603,0
-51.96982,-1.1164593,0
26.582989,-47.643593,0
77.054306,42.79102,-1
28.912592,100.834854,-1
10.552538,72.52825,0
9.006445,86.04765,-1
12.615974,70.80103,0
-81.95811,-7.077009,0
12.615974,70.80103,0
-29.51545,-12.150978,-1
